Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,CouncilName
G      ,3489,2022,133,1,12/31/2022 ,12/30/2022    ,13,None            ,0.00                          ,0.00                              ,"2,000.00                  ","2,700.00            ",67.0,5.0,21.0,25.0,10.0,41.0,1.0,1.0,74.0,41.0,9.0,16.0,6.0,0.0,0.0,34.0,6.0,0.0,0.0,59.0,33.0,8.0,1.0,7.0,1144.0,8,Konepaka Ketiwa                              
G      ,2821,2020,133,1,12/16/2020 ,12/15/2020    ,5,None            ,0.00                          ,0.00                              ,0.00                        ,"2,700.00            ",51.0,6.0,23.0,16.0,9.0,39.0,1.0,3.0,76.0,35.0,5.0,1.0,1.0,1.0,2.0,46.0,4.0,0.0,1.0,63.0,20.0,0.0,0.0,0.0,1500.0,8,Konepaka Ketiwa                              
G      ,3256,2021,133,1,1/5/2022   ,1/4/2022      ,14,Thriving        ,0.00                          ,0.00                              ,"2,000.00                  ","2,700.00            ",94.0,8.0,28.0,16.0,14.0,35.0,4.0,2.0,82.0,69.0,5.0,13.0,3.0,2.0,2.0,79.0,4.0,0.0,0.0,69.0,27.0,0.0,0.0,11.0,1750.0,8,Konepaka Ketiwa                              
G      ,3553,2023,133,1,11/30/2023 ,11/30/2023    ,19,Thriving        ,"7,000.00                    ",0.00                              ,5.00                        ,"2,700.00            ",85.0,9.0,21.0,34.0,13.0,39.0,2.0,2.0,67.0,67.0,8.0,17.0,7.0,1.0,3.0,65.0,11.0,0.0,0.0,63.0,26.0,5.0,2.0,12.0,1430.0,8,Konepaka Ketiwa                              
G      ,2724,2019,133,1,1/4/2020   ,1/3/2020      ,11,None            ,0.00                          ,0.00                              ,"2,000.00                  ","2,700.00            ",70.0,9.0,23.0,22.0,19.0,43.0,2.0,4.0,77.0,48.0,2.0,2.0,1.0,3.0,4.0,71.0,4.0,0.0,0.0,77.0,77.0,0.0,0.0,0.0,2209.0,8,Konepaka Ketiwa                              
G      ,3779,2023,138,1,1/20/2024  ,1/19/2024     ,18,Thriving        ,0.00                          ,0.00                              ,0.00                        ,"1,500.00            ",119.0,14.0,39.0,42.0,23.0,87.0,1.0,9.0,78.0,86.0,15.0,30.0,13.0,4.0,2.0,129.0,17.0,0.0,0.0,88.0,84.0,34.0,50.0,15.0,1890.0,8,Wenasa Quenhotan                             
G      ,2647,2019,138,1,12/28/2019 ,12/27/2019    ,10,None            ,0.00                          ,0.00                              ,0.00                        ,"1,500.00            ",135.0,9.0,39.0,79.0,30.0,109.0,0.0,7.0,98.0,93.0,19.0,47.0,15.0,4.0,4.0,105.0,21.0,0.0,0.0,106.0,80.0,23.0,57.0,7.0,1841.0,8,Wenasa Quenhotan                             
G      ,3280,2022,138,1,11/7/2022  ,11/6/2022     ,13,None            ,0.00                          ,0.00                              ,0.00                        ,"1,440.00            ",97.0,8.0,36.0,40.0,15.0,80.0,0.0,9.0,75.0,73.0,16.0,22.0,9.0,2.0,3.0,96.0,17.0,0.0,0.0,93.0,87.0,38.0,49.0,5.0,1726.0,8,Wenasa Quenhotan                             
G      ,3040,2021,138,1,12/2/2021  ,12/2/2021     ,16,Thriving        ,0.00                          ,0.00                              ,0.00                        ,"1,580.00            ",123.0,11.0,28.0,38.0,16.0,89.0,0.0,12.0,79.0,94.0,10.0,22.0,9.0,7.0,2.0,108.0,18.0,0.0,0.0,100.0,98.0,46.0,52.0,7.0,1983.0,8,Wenasa Quenhotan                             
G      ,2851,2020,138,1,12/18/2020 ,12/18/2020    ,7,None            ,0.00                          ,0.00                              ,0.00                        ,"1,500.00            ",97.0,11.0,37.0,38.0,20.0,64.0,1.0,8.0,71.0,75.0,13.0,18.0,10.0,4.0,4.0,93.0,13.0,0.0,0.0,102.0,58.0,17.0,41.0,0.0,647.0,8,Wenasa Quenhotan                             
