Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,CouncilName
G      ,2990,2020,491,1,1/1/2021   ,1/1/2021      ,14,Thriving        ,0.00                          ,0.00                              ,"1,000.00                  ","2,000.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,16,Lo La'Qam Geela                              
G      ,2686,2019,491,1,12/31/2019 ,12/31/2019    ,17,Thriving        ,0.00                          ,0.00                              ,"1,000.00                  ","2,375.00            ",43.0,4.0,15.0,39.0,5.0,39.0,1.0,8.0,52.0,25.0,3.0,18.0,8.0,3.0,2.0,63.0,6.0,0.0,0.0,94.0,85.0,57.0,80.0,15.0,2089.0,16,Lo La'Qam Geela                              
G      ,3591,2023,491,1,12/13/2023 ,12/12/2023    ,20,Thriving        ,0.00                          ,0.00                              ,"1,000.00                  ","1,000.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,16,Lo La'Qam Geela                              
G      ,3415,2022,491,1,12/22/2022 ,12/22/2022    ,22,High Performing ,0.00                          ,0.00                              ,"1,000.00                  ",0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,16,Lo La'Qam Geela                              
G      ,3196,2021,491,1,12/27/2021 ,12/27/2021    ,9,None            ,0.00                          ,0.00                              ,0.00                        ,"1,000.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,16,Lo La'Qam Geela                              
G      ,3540,2023,492,1,11/13/2023 ,11/12/2023    ,19,Thriving        ,"3,000.00                    ",0.00                              ,"2,000.00                  ",0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,16,Wauna La-Mon'Tay                             
G      ,3396,2022,492,1,12/21/2022 ,12/20/2022    ,13,None            ,"13,000.00                   ",0.00                              ,"2,000.00                  ",0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,16,Wauna La-Mon'Tay                             
G      ,2591,2019,492,1,12/20/2019 ,12/19/2019    ,10,None            ,"7,500.00                    ","1,000.00                        ","2,000.00                  ",0.00                  ,410.0,61.0,165.0,203.0,84.0,300.0,3.0,23.0,225.0,253.0,59.0,77.0,33.0,8.0,8.0,332.0,72.0,4.0,2.0,446.0,144.0,50.0,167.0,104.0,7382.0,16,Wauna La-Mon'Tay                             
G      ,3042,2021,492,1,12/2/2021  ,12/1/2021     ,17,Thriving        ,0.00                          ,"4,000.00                        ","2,000.00                  ",0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,16,Wauna La-Mon'Tay                             
G      ,2947,2020,492,1,12/30/2020 ,12/29/2020    ,6,None            ,0.00                          ,0.00                              ,"3,000.00                  ",0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,16,Wauna La-Mon'Tay                             
G      ,2845,2020,697,1,12/17/2020 ,12/16/2020    ,20,Thriving        ,"42,085.67                   ",0.00                              ,0.00                        ,600.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,16,Tsisqan                                      
G      ,2540,2019,697,1,12/15/2019 ,12/14/2019    ,21,Thriving        ,"1,000.00                    ","7,100.00                        ",0.00                        ,600.00                ,49.0,3.0,18.0,35.0,16.0,40.0,0.0,8.0,121.0,41.0,5.0,22.0,3.0,3.0,3.0,66.0,7.0,0.0,0.0,102.0,93.0,17.0,144.0,19.0,2680.0,16,Tsisqan                                      
G      ,3696,2023,697,1,12/27/2023 ,12/27/2023    ,18,Thriving        ,0.00                          ,"1,200.00                        ",0.00                        ,416.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,16,Tsisqan                                      
G      ,3386,2022,697,1,12/20/2022 ,12/19/2022    ,18,Thriving        ,"5,000.00                    ",0.00                              ,0.00                        ,426.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,16,Tsisqan                                      
G      ,3082,2021,697,1,12/12/2021 ,12/11/2021    ,20,Thriving        ,0.00                          ,"8,744.89                        ",0.00                        ,500.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,16,Tsisqan                                      
