Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,CouncilName
G      ,2932,2020,250,1,12/29/2020 ,12/28/2020    ,8,None            ,0.00                          ,0.00                              ,"5,000.00                  ","5,942.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,11,Totanhan Nakaha                              
G      ,2587,2019,250,1,12/20/2019 ,12/20/2019    ,9,None            ,0.00                          ,0.00                              ,"5,000.00                  ","6,316.00            ",688.0,122.0,312.0,422.0,205.0,569.0,15.0,62.0,576.0,431.0,83.0,208.0,56.0,35.0,19.0,673.0,175.0,0.0,0.0,459.0,344.0,0.0,421.0,53.0,13915.0,11,Totanhan Nakaha                              
G      ,3590,2023,250,1,12/13/2023 ,12/12/2023    ,10,None            ,"2,650.00                    ",0.00                              ,"2,000.00                  ","4,212.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,11,Totanhan Nakaha                              
G      ,3446,2022,250,1,12/28/2022 ,12/27/2022    ,15,Thriving        ,"3,060.00                    ",0.00                              ,"2,000.00                  ","3,600.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,11,Totanhan Nakaha                              
G      ,3123,2021,250,1,12/17/2021 ,12/16/2021    ,11,None            ,0.00                          ,0.00                              ,"1,000.00                  ","8,625.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,11,Totanhan Nakaha                              
G      ,2750,2019,283,2,1/24/2020  ,1/24/2020     ,16,Thriving        ,0.00                          ,0.00                              ,0.00                        ,750.00                ,61.0,13.0,24.0,39.0,16.0,45.0,3.0,11.0,49.0,26.0,6.0,22.0,5.0,3.0,2.0,37.0,7.0,0.0,0.0,45.0,41.0,4.0,41.0,14.0,2000.0,11,Wahpekute                                    
G      ,3652,2023,283,1,12/21/2023 ,12/21/2023    ,17,Thriving        ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,11,Wahpekute                                    
G      ,2784,2020,283,1,12/11/2020 ,12/10/2020    ,9,None            ,0.00                          ,0.00                              ,0.00                        ,750.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,11,Wahpekute                                    
G      ,3229,2021,283,1,12/30/2021 ,12/29/2021    ,15,Thriving        ,0.00                          ,0.00                              ,0.00                        ,"1,275.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,11,Wahpekute                                    
G      ,3478,2022,283,1,12/30/2022 ,12/29/2022    ,5,None            ,"1,000.00                    ",0.00                              ,0.00                        ,0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,11,Wahpekute                                    
