Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,CouncilName
G      ,2872,2020,192,1,12/21/2020 ,12/21/2020    ,12,None            ,500.00                        ,0.00                              ,0.00                        ,800.00                ,37.0,1.0,9.0,11.0,6.0,15.0,1.0,6.0,25.0,19.0,1.0,3.0,1.0,2.0,1.0,38.0,3.0,18.0,0.0,44.0,55.0,0.0,55.0,0.0,730.0,5,Kidi Kidish                                  
G      ,3083,2021,192,1,12/13/2021 ,12/13/2021    ,19,Thriving        ,0.00                          ,0.00                              ,0.00                        ,938.00                ,46.0,3.0,15.0,15.0,11.0,16.0,0.0,4.0,24.0,40.0,7.0,14.0,1.0,0.0,0.0,43.0,6.0,8.0,0.0,50.0,55.0,0.0,55.0,6.0,833.0,5,Kidi Kidish                                  
G      ,2547,2019,192,1,12/16/2019 ,12/16/2019    ,16,Thriving        ,0.00                          ,0.00                              ,"2,750.00                  ",750.00                ,39.0,2.0,14.0,15.0,5.0,17.0,3.0,5.0,24.0,33.0,3.0,7.0,1.0,2.0,1.0,44.0,4.0,0.0,0.0,59.0,55.0,0.0,55.0,3.0,1504.0,5,Kidi Kidish                                  
G      ,3467,2022,192,1,12/29/2022 ,12/28/2022    ,14,None            ,500.00                        ,0.00                              ,0.00                        ,500.00                ,31.0,0.0,7.0,17.0,7.0,14.0,0.0,4.0,25.0,26.0,5.0,11.0,4.0,1.0,1.0,41.0,5.0,0.0,0.0,43.0,14.0,1.0,43.0,8.0,765.0,5,Kidi Kidish                                  
G      ,3616,2023,192,1,12/17/2023 ,12/16/2023    ,13,None            ,0.00                          ,0.00                              ,0.00                        ,861.00                ,43.0,0.0,5.0,21.0,4.0,17.0,1.0,2.0,30.0,32.0,3.0,9.0,4.0,3.0,0.0,42.0,8.0,0.0,0.0,35.0,16.0,19.0,16.0,3.0,525.0,5,Kidi Kidish                                  
G      ,2733,2019,198,1,1/8/2020   ,1/7/2020      ,12,None            ,500.00                        ,750.00                            ,0.00                        ,"1,000.00            ",63.0,8.0,32.0,23.0,11.0,58.0,5.0,7.0,79.0,34.0,9.0,11.0,6.0,4.0,3.0,34.0,9.0,0.0,0.0,143.0,72.0,50.0,0.0,4.0,2000.0,5,Kansa                                        
G      ,3741,2023,198,1,12/31/2023 ,12/31/2023    ,11,None            ,0.00                          ,0.00                              ,"1,000.00                  ","2,600.00            ",102.0,7.0,49.0,14.0,10.0,48.0,2.0,6.0,71.0,55.0,8.0,9.0,7.0,1.0,0.0,84.0,19.0,26.0,15.0,115.0,21.0,50.0,10.0,0.0,550.0,5,Kansa                                        
G      ,3507,2022,198,1,1/3/2023   ,1/2/2023      ,13,None            ,0.00                          ,0.00                              ,"1,000.00                  ",0.00                  ,59.0,6.0,36.0,19.0,6.0,40.0,3.0,6.0,66.0,41.0,12.0,16.0,4.0,3.0,3.0,44.0,9.0,3.0,0.0,117.0,19.0,50.0,9.0,12.0,420.0,5,Kansa                                        
G      ,3206,2021,198,1,12/28/2021 ,12/27/2021    ,13,None            ,0.00                          ,0.00                              ,"1,000.00                  ",0.00                  ,65.0,5.0,32.0,13.0,10.0,49.0,0.0,5.0,54.0,40.0,9.0,8.0,7.0,0.0,0.0,47.0,12.0,5.0,5.0,122.0,19.0,50.0,5.0,4.0,590.0,5,Kansa                                        
G      ,2982,2020,198,1,1/1/2021   ,12/31/2020    ,7,None            ,0.00                          ,0.00                              ,"1,000.00                  ",250.00                ,53.0,6.0,25.0,14.0,5.0,40.0,1.0,5.0,66.0,19.0,0.0,0.0,3.0,0.0,0.0,39.0,8.0,20.0,5.0,127.0,15.0,50.0,15.0,4.0,200.0,5,Kansa                                        
G      ,3665,2023,311,1,12/22/2023 ,12/22/2023    ,13,None            ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,26.0,1.0,7.0,27.0,4.0,30.0,0.0,2.0,3.0,16.0,3.0,5.0,3.0,0.0,0.0,21.0,4.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,5,O-Ni-Flo                                     
G      ,3053,2021,311,1,12/7/2021  ,12/7/2021     ,20,Thriving        ,0.00                          ,0.00                              ,"5,000.00                  ",15.00                 ,32.0,0.0,15.0,24.0,5.0,22.0,0.0,0.0,1.0,20.0,2.0,16.0,0.0,0.0,0.0,14.0,4.0,5.0,0.0,67.0,7.0,0.0,0.0,2.0,658.0,5,O-Ni-Flo                                     
G      ,3410,2022,311,1,12/22/2022 ,12/22/2022    ,12,None            ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,22.0,0.0,5.0,28.0,1.0,30.0,0.0,1.0,1.0,5.0,1.0,10.0,6.0,1.0,0.0,4.0,1.0,2.0,0.0,62.0,7.0,1.0,11.0,0.0,724.0,5,O-Ni-Flo                                     
G      ,1525,2019,311,1,12/7/2019  ,12/6/2019     ,12,None            ,"2,000.00                    ",500.00                            ,500.00                      ,"15,000.00           ",48.0,10.0,25.0,14.0,5.0,34.0,0.0,0.0,2.0,21.0,8.0,19.0,14.0,0.0,0.0,61.0,9.0,0.0,0.0,90.0,20.0,0.0,20.0,15.0,1200.0,5,O-Ni-Flo                                     
G      ,2794,2020,311,1,12/12/2020 ,12/11/2020    ,5,None            ,0.00                          ,0.00                              ,0.00                        ,12.00                 ,16.0,2.0,9.0,9.0,5.0,23.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,69.0,12.0,0.0,22.0,0.0,1350.0,5,O-Ni-Flo                                     
G      ,3717,2023,322,1,12/29/2023 ,12/28/2023    ,24,High Performing ,0.00                          ,0.00                              ,0.00                        ,"2,500.00            ",40.0,0.0,11.0,14.0,2.0,13.0,2.0,3.0,15.0,30.0,3.0,8.0,3.0,2.0,1.0,36.0,3.0,0.0,0.0,44.0,43.0,32.0,11.0,20.0,610.0,5,Tatanka Anpetu-Wi                            
G      ,2568,2019,322,1,12/18/2019 ,12/17/2019    ,13,None            ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,35.0,3.0,5.0,17.0,7.0,12.0,0.0,1.0,14.0,21.0,0.0,8.0,1.0,0.0,0.0,33.0,1.0,0.0,0.0,59.0,26.0,11.0,16.0,4.0,481.0,5,Tatanka Anpetu-Wi                            
G      ,2985,2020,322,1,1/1/2021   ,12/31/2020    ,7,None            ,0.00                          ,685.00                            ,0.00                        ,0.00                  ,24.0,0.0,9.0,11.0,4.0,9.0,0.0,0.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,15.0,5.0,2.0,1.0,51.0,10.0,1.0,9.0,0.0,117.0,5,Tatanka Anpetu-Wi                            
