Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,CouncilName
G      ,3225,2021,177,1,12/30/2021 ,12/30/2021    ,18,Thriving        ,0.00                          ,250.00                            ,"2,000.00                  ",0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,6,Mitigwa                                      
G      ,2623,2019,177,1,12/24/2019 ,12/23/2019    ,14,None            ,"1,800.00                    ","2,500.00                        ",0.00                        ,"2,000.00            ",285.0,25.0,82.0,122.0,25.0,119.0,3.0,11.0,153.0,135.0,24.0,41.0,20.0,5.0,6.0,173.0,26.0,0.0,0.0,147.0,131.0,30.0,101.0,37.0,5811.0,6,Mitigwa                                      
G      ,3330,2022,177,1,12/14/2022 ,12/13/2022    ,16,Thriving        ,0.00                          ,265.00                            ,"2,000.00                  ",0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,6,Mitigwa                                      
G      ,2898,2020,177,1,12/23/2020 ,12/22/2020    ,7,None            ,"1,000.00                    ","1,756.00                        ",0.00                        ,0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,6,Mitigwa                                      
G      ,3662,2023,177,1,12/22/2023 ,12/21/2023    ,13,None            ,0.00                          ,250.00                            ,"2,000.00                  ",0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,6,Mitigwa                                      
G      ,3391,2022,197,1,12/21/2022 ,12/21/2022    ,16,Thriving        ,"1,000.00                    ",0.00                              ,0.00                        ,"1,200.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,6,Dzie-Hauk Tonga                              
G      ,3583,2023,197,1,12/12/2023 ,12/11/2023    ,21,Thriving        ,0.00                          ,0.00                              ,"1,000.00                  ",700.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,6,Dzie-Hauk Tonga                              
G      ,2663,2019,197,1,12/30/2019 ,12/29/2019    ,16,Thriving        ,0.00                          ,0.00                              ,"1,000.00                  ",550.00                ,54.0,4.0,22.0,36.0,7.0,38.0,0.0,5.0,39.0,40.0,8.0,19.0,7.0,1.0,1.0,57.0,12.0,16.0,3.0,54.0,25.0,29.0,41.0,11.0,2770.0,6,Dzie-Hauk Tonga                              
G      ,2886,2020,197,2,12/22/2020 ,12/21/2020    ,10,None            ,550.00                        ,750.00                            ,"2,000.00                  ","1,200.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,6,Dzie-Hauk Tonga                              
G      ,3218,2021,197,1,12/29/2021 ,12/28/2021    ,19,Thriving        ,0.00                          ,0.00                              ,"1,000.00                  ","1,550.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,6,Dzie-Hauk Tonga                              
G      ,1535,2019,306,1,12/10/2019 ,12/9/2019     ,11,None            ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,115.0,13.0,35.0,78.0,39.0,67.0,0.0,7.0,61.0,91.0,18.0,38.0,10.0,0.0,0.0,109.0,20.0,0.0,0.0,151.0,42.0,0.0,42.0,25.0,2750.0,6,Wah-Sha-She                                  
G      ,3380,2022,306,1,12/20/2022 ,12/19/2022    ,22,High Performing ,0.00                          ,0.00                              ,"1,000.00                  ","1,000.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,6,Wah-Sha-She                                  
G      ,3134,2021,306,1,12/18/2021 ,12/18/2021    ,19,Thriving        ,0.00                          ,"1,800.00                        ","1,000.00                  ","1,000.00            ",,,,,,,,,,,,,,,,,,,,,,,,,,6,Wah-Sha-She                                  
G      ,2899,2020,306,1,12/23/2020 ,12/22/2020    ,7,None            ,"1,000.00                    ",500.00                            ,"1,000.00                  ",0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,6,Wah-Sha-She                                  
G      ,3602,2023,306,1,12/15/2023 ,12/15/2023    ,16,Thriving        ,"4,000.00                    ","2,000.00                        ","1,000.00                  ",0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,6,Wah-Sha-She                                  
G      ,2588,2019,307,1,12/20/2019 ,12/19/2019    ,16,Thriving        ,0.00                          ,"3,000.00                        ","4,000.00                  ","16,500.00           ",910.0,74.0,465.0,606.0,195.0,732.0,20.0,43.0,255.0,523.0,142.0,233.0,90.0,29.0,26.0,536.0,131.0,0.0,0.0,471.0,420.0,170.0,310.0,13.0,79649.0,6,Tamegonit                                    
G      ,3092,2021,307,1,12/14/2021 ,12/14/2021    ,9,None            ,0.00                          ,0.00                              ,0.00                        ,"17,615.00           ",,,,,,,,,,,,,,,,,,,,,,,,,,6,Tamegonit                                    
G      ,3409,2022,307,1,12/22/2022 ,12/22/2022    ,14,Thriving        ,0.00                          ,0.00                              ,0.00                        ,"16,000.00           ",,,,,,,,,,,,,,,,,,,,,,,,,,6,Tamegonit                                    
G      ,3626,2023,307,1,12/19/2023 ,12/18/2023    ,19,Thriving        ,970.00                        ,0.00                              ,0.00                        ,"15,000.00           ",,,,,,,,,,,,,,,,,,,,,,,,,,6,Tamegonit                                    
G      ,2793,2020,307,1,12/12/2020 ,12/11/2020    ,17,Thriving        ,0.00                          ,"5,000.00                        ",0.00                        ,"16,025.00           ",,,,,,,,,,,,,,,,,,,,,,,,,,6,Tamegonit                                    
G      ,3509,2022,653,1,1/3/2023   ,1/2/2023      ,20,Thriving        ,"1,000.00                    ",750.00                            ,0.00                        ,600.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,6,Nampa-Tsi                                    
G      ,2915,2020,653,1,12/25/2020 ,12/24/2020    ,10,None            ,750.00                        ,"1,000.00                        ",0.00                        ,750.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,6,Nampa-Tsi                                    
G      ,3754,2023,653,1,1/1/2024   ,12/31/2023    ,13,None            ,"4,000.00                    ",0.00                              ,0.00                        ,0.00                  ,,,,,,,,,,,,,,,,,,,,,,,,,,6,Nampa-Tsi                                    
G      ,2714,2019,653,1,1/1/2020   ,12/31/2019    ,8,None            ,0.00                          ,500.00                            ,0.00                        ,"1,000.00            ",118.0,12.0,40.0,58.0,16.0,50.0,2.0,4.0,58.0,72.0,16.0,31.0,10.0,1.0,3.0,86.0,16.0,0.0,0.0,99.0,36.0,4.0,36.0,7.0,3223.0,6,Nampa-Tsi                                    
G      ,3213,2021,653,1,12/28/2021 ,12/27/2021    ,18,Thriving        ,"1,500.00                    ",500.00                            ,0.00                        ,319.00                ,,,,,,,,,,,,,,,,,,,,,,,,,,6,Nampa-Tsi                                    
