Region ,CharterApplicationId ,Year ,CouncilNumber ,SequenceNumber ,Timestamp  ,DateSubmitted ,PmpOverallPoints ,PmpOverallLevel ,LevelOrdeal2021YouthFinal ,LevelOrdeal2021YoungAdultFinal ,LevelOrdeal2021AdultFinal ,LevelBrotherhood2021YouthFinal ,LevelBrotherhood2021YoungAdultFinal ,LevelBrotherhood2021AdultFinal ,LevelVigil2021YouthFinal ,LevelVigil2021YoungAdultFinal ,LevelVigil2021AdultFinal ,InductedOrdeal2021YouthFinal ,InductedOrdeal2021AdultFinal ,InductedBrotherhood2021YouthFinal ,InductedBrotherhood2021AdultFinal ,InductedVigil2021YouthFinal ,InductedVigil2021AdultFinal ,ElectedCurrent2021YouthFinal ,ElectedCurrent2021AdultFinal ,ElectedPrevious2021YouthFinal ,ElectedPrevious2021AdultFinal ,UnitCount2021Final ,Item1ElectionsConducted2021 ,Item1ElectionsNoEligibleScouts2021 ,Item1VisitsConducted2021 ,Item3ActivatedYouth2021 ,Item8CapitalContributionsCash ,Item8CapitalContributionsMaterial ,Item8EndowmentContributions ,Item8FosContributions ,Item9ServiceHours2021
G      ,                3108 ,2021 ,          660 ,             1 ,12/15/2021 ,12/14/2021    ,              20 ,Thriving        ,                      155 ,                            31 ,                       63 ,                            31 ,                                 28 ,                            98 ,                       0 ,                            7 ,                     102 ,                          99 ,                          18 ,                               20 ,                               10 ,                          5 ,                          7 ,                          85 ,                          10 ,                           21 ,                            1 ,               113 ,                        113 ,                                71 ,                     113 ,                      2 ,"1,000.00"                    ,0.00                              ,0.00                        ,"3,000.00"            ,                 3041
G      ,                3110 ,2021 ,          733 ,             1 ,12/15/2021 ,12/15/2021    ,              20 ,Thriving        ,                       61 ,                             3 ,                       14 ,                            29 ,                                 12 ,                            40 ,                       3 ,                            1 ,                      48 ,                          55 ,                           9 ,                               18 ,                                3 ,                          1 ,                          2 ,                          56 ,                           9 ,                            0 ,                            0 ,                76 ,                         63 ,                                30 ,                      42 ,                      9 ,"2,200.00"                    ,0.00                              ,0.00                        ,0.00                  ,                 1139
G      ,                3113 ,2021 ,          412 ,             1 ,12/16/2021 ,12/15/2021    ,              21 ,Thriving        ,                       78 ,                            10 ,                       32 ,                            37 ,                                 23 ,                            52 ,                       0 ,                            4 ,                      74 ,                          45 ,                          11 ,                               22 ,                               11 ,                          1 ,                          2 ,                          73 ,                          17 ,                            0 ,                            0 ,                72 ,                         72 ,                                49 ,                      33 ,                     28 ,0.00                          ,0.00                              ,0.00                        ,"7,750.00"            ,                 1942
G      ,                3116 ,2021 ,          590 ,             1 ,12/16/2021 ,12/15/2021    ,              12 ,None            ,                      196 ,                            16 ,                       78 ,                           135 ,                                 32 ,                           240 ,                      18 ,                           28 ,                     259 ,                         140 ,                          23 ,                               54 ,                               24 ,                         13 ,                          9 ,                         261 ,                          34 ,                            0 ,                            0 ,               224 ,                        204 ,                                 4 ,                     189 ,                     23 ,0.00                          ,"2,559.00"                        ,"7,000.00"                  ,0.00                  ,                 6000
G      ,                3117 ,2021 ,          803 ,             1 ,12/16/2021 ,12/15/2021    ,              24 ,High Performing ,                      105 ,                            13 ,                       34 ,                           111 ,                                 31 ,                            88 ,                       3 ,                            6 ,                      50 ,                          92 ,                          29 ,                               71 ,                               27 ,                          5 ,                          4 ,                          95 ,                          32 ,                            0 ,                            0 ,                72 ,                         71 ,                                30 ,                      42 ,                     21 ,0.00                          ,0.00                              ,0.00                        ,"4,000.00"            ,                 1200
G      ,                3123 ,2021 ,          250 ,             1 ,12/17/2021 ,12/16/2021    ,              11 ,None            ,                      595 ,                            97 ,                      253 ,                           221 ,                                133 ,                           425 ,                      18 ,                           58 ,                     511 ,                         453 ,                          96 ,                              105 ,                               38 ,                         50 ,                         49 ,                         493 ,                          74 ,                          159 ,                           46 ,               399 ,                        356 ,                               154 ,                     206 ,                     72 ,0.00                          ,0.00                              ,"1,000.00"                  ,"8,625.00"            ,                 8068
G      ,                3127 ,2021 ,          584 ,             1 ,12/17/2021 ,12/16/2021    ,              15 ,Thriving        ,                       23 ,                             3 ,                       15 ,                            10 ,                                  5 ,                            16 ,                       2 ,                            4 ,                      26 ,                          10 ,                           2 ,                                6 ,                                1 ,                          2 ,                          1 ,                          19 ,                           5 ,                            0 ,                            0 ,                28 ,                         25 ,                                12 ,                      13 ,                      2 ,264.00                        ,150.00                            ,"1,000.00"                  ,"1,000.00"            ,                 1418
G      ,                3128 ,2021 ,          635 ,             1 ,12/17/2021 ,12/16/2021    ,              14 ,Thriving        ,                      322 ,                            80 ,                      145 ,                            90 ,                                 50 ,                           195 ,                       3 ,                           14 ,                     167 ,                         192 ,                          43 ,                               46 ,                               13 ,                          8 ,                          9 ,                           0 ,                           0 ,                           13 ,                           50 ,               221 ,                        257 ,                               161 ,                      96 ,                      3 ,"6,000.00"                    ,0.00                              ,"3,000.00"                  ,"5,000.00"            ,                10696
G      ,                3129 ,2021 ,          899 ,             1 ,12/17/2021 ,12/16/2021    ,              24 ,High Performing ,                      100 ,                             7 ,                       42 ,                            67 ,                                 14 ,                            58 ,                       2 ,                           11 ,                     101 ,                          68 ,                          10 ,                               34 ,                                9 ,                          5 ,                          4 ,                          49 ,                           7 ,                           30 ,                            6 ,                55 ,                         55 ,                                29 ,                      26 ,                     25 ,"2,500.00"                    ,750.00                            ,0.00                        ,"2,500.00"            ,                 4328
G      ,                3130 ,2021 ,           23 ,             1 ,12/18/2021 ,12/17/2021    ,              22 ,High Performing ,                      237 ,                            33 ,                       55 ,                            49 ,                                 25 ,                           108 ,                       3 ,                           10 ,                      88 ,                         157 ,                          14 ,                               38 ,                               15 ,                          9 ,                          5 ,                         170 ,                           7 ,                           24 ,                            5 ,               249 ,                        131 ,                                79 ,                      52 ,                     92 ,"6,639.00"                    ,"12,457.00"                       ,0.00                        ,0.00                  ,                 7660
G      ,                3134 ,2021 ,          306 ,             1 ,12/18/2021 ,12/18/2021    ,              19 ,Thriving        ,                       88 ,                             3 ,                       43 ,                            64 ,                                 19 ,                            61 ,                       1 ,                            7 ,                      53 ,                          73 ,                          33 ,                               40 ,                               10 ,                          3 ,                          4 ,                          76 ,                          27 ,                           37 ,                            4 ,               101 ,                         46 ,                                 0 ,                      46 ,                     25 ,0.00                          ,"1,800.00"                        ,"1,000.00"                  ,"1,000.00"            ,                 2120
G      ,                3138 ,2021 ,          577 ,             1 ,12/18/2021 ,12/17/2021    ,              17 ,Thriving        ,                       91 ,                            23 ,                       55 ,                            31 ,                                 21 ,                            42 ,                       6 ,                            7 ,                      82 ,                          35 ,                          13 ,                                9 ,                                2 ,                          6 ,                          2 ,                          45 ,                          13 ,                            0 ,                            0 ,                65 ,                         58 ,                                30 ,                      15 ,                      7 ,"1,550.00"                    ,"1,500.00"                        ,"2,000.00"                  ,0.00                  ,                 2034
G      ,                3140 ,2021 ,          651 ,             1 ,12/18/2021 ,12/17/2021    ,              14 ,Thriving        ,                      185 ,                            57 ,                       78 ,                            79 ,                                 24 ,                            89 ,                       0 ,                           12 ,                      97 ,                          85 ,                          20 ,                               45 ,                                7 ,                          4 ,                          8 ,                         106 ,                          25 ,                            0 ,                            0 ,                75 ,                         75 ,                                28 ,                      47 ,                     17 ,0.00                          ,0.00                              ,"1,000.00"                  ,0.00                  ,                 2358
G      ,                3143 ,2021 ,          286 ,             1 ,12/19/2021 ,12/19/2021    ,              14 ,Thriving        ,                       30 ,                             3 ,                       10 ,                            18 ,                                  6 ,                            17 ,                       0 ,                            5 ,                      22 ,                          24 ,                           4 ,                                4 ,                                1 ,                          1 ,                          0 ,                          19 ,                           2 ,                            0 ,                            0 ,                45 ,                          0 ,                                 0 ,                       0 ,                      0 ,0.00                          ,0.00                              ,0.00                        ,"1,000.00"            ,                  993
G      ,                3146 ,2021 ,          214 ,             1 ,12/20/2021 ,12/19/2021    ,              18 ,Thriving        ,                       66 ,                             5 ,                       19 ,                            29 ,                                  9 ,                            48 ,                       1 ,                            7 ,                      25 ,                          76 ,                          18 ,                               22 ,                                9 ,                          7 ,                          2 ,                          79 ,                          21 ,                            0 ,                            0 ,                67 ,                         24 ,                                 2 ,                      23 ,                     18 ,0.00                          ,"1,000.00"                        ,0.00                        ,"2,000.00"            ,                 2757
G      ,                3148 ,2021 ,          694 ,             1 ,12/20/2021 ,12/19/2021    ,              15 ,Thriving        ,                       32 ,                             5 ,                        9 ,                            11 ,                                  8 ,                            19 ,                       1 ,                            3 ,                      22 ,                          10 ,                           0 ,                                7 ,                                3 ,                          1 ,                          2 ,                          11 ,                           2 ,                            3 ,                            0 ,                19 ,                         15 ,                                11 ,                       4 ,                      2 ,0.00                          ,"1,120.99"                        ,0.00                        ,0.00                  ,                  561
G      ,                3151 ,2021 ,           58 ,             1 ,12/21/2021 ,12/20/2021    ,              19 ,Thriving        ,                       19 ,                             1 ,                        3 ,                             6 ,                                  1 ,                            11 ,                       0 ,                            2 ,                       7 ,                          14 ,                           2 ,                                5 ,                                4 ,                          0 ,                          0 ,                           0 ,                           0 ,                           19 ,                            0 ,                40 ,                          2 ,                                 0 ,                       2 ,                     14 ,0.00                          ,500.00                            ,0.00                        ,0.00                  ,                  400
G      ,                3158 ,2021 ,          212 ,             1 ,12/21/2021 ,12/20/2021    ,              21 ,Thriving        ,                       32 ,                             2 ,                       15 ,                            25 ,                                  4 ,                            22 ,                       0 ,                            2 ,                      21 ,                          41 ,                          13 ,                               25 ,                                5 ,                          1 ,                          0 ,                          62 ,                          19 ,                            0 ,                            0 ,                30 ,                          7 ,                                 0 ,                       7 ,                     33 ,0.00                          ,0.00                              ,0.00                        ,861.00                ,                 1119
G      ,                3160 ,2021 ,          612 ,             1 ,12/21/2021 ,12/20/2021    ,              23 ,High Performing ,                      149 ,                            16 ,                       38 ,                            43 ,                                 12 ,                            54 ,                       3 ,                            8 ,                      50 ,                         106 ,                           9 ,                               34 ,                               15 ,                          4 ,                          4 ,                         131 ,                           9 ,                            0 ,                            0 ,                97 ,                         80 ,                                39 ,                      42 ,                     52 ,"4,500.00"                    ,"1,500.00"                        ,"2,000.00"                  ,"1,000.00"            ,                 1925
G      ,                3161 ,2021 ,          620 ,             1 ,12/21/2021 ,12/20/2021    ,              22 ,High Performing ,                      188 ,                            29 ,                       62 ,                            61 ,                                 36 ,                            97 ,                       2 ,                           10 ,                      82 ,                         154 ,                          24 ,                               14 ,                                6 ,                          5 ,                          4 ,                         100 ,                          20 ,                          100 ,                           20 ,               114 ,                         89 ,                                12 ,                      89 ,                     60 ,"56,000.00"                   ,"6,000.00"                        ,"2,000.00"                  ,"1,000.00"            ,                 6223
G      ,                3162 ,2021 ,          636 ,             1 ,12/21/2021 ,12/20/2021    ,              19 ,Thriving        ,                      161 ,                            33 ,                       67 ,                           103 ,                                 44 ,                           117 ,                       2 ,                           14 ,                     150 ,                          96 ,                          19 ,                               41 ,                                9 ,                          8 ,                          7 ,                         107 ,                          23 ,                           23 ,                            8 ,               106 ,                         81 ,                                33 ,                      48 ,                     41 ,"5,810.00"                    ,0.00                              ,"3,000.00"                  ,"2,700.00"            ,                 5240
G      ,                3163 ,2021 ,           27 ,             1 ,12/22/2021 ,12/22/2021    ,              14 ,Thriving        ,                       37 ,                             3 ,                       12 ,                             1 ,                                  2 ,                             6 ,                       0 ,                            2 ,                      29 ,                          18 ,                           4 ,                                0 ,                                0 ,                          1 ,                          1 ,                          11 ,                           4 ,                            0 ,                            0 ,                62 ,                         60 ,                                37 ,                      19 ,                      5 ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,                  188
G      ,                3164 ,2021 ,           31 ,             1 ,12/22/2021 ,12/21/2021    ,              24 ,High Performing ,                       95 ,                            13 ,                       23 ,                            23 ,                                  6 ,                            34 ,                       0 ,                            4 ,                      30 ,                          52 ,                           3 ,                               12 ,                                4 ,                          3 ,                          1 ,                          49 ,                           2 ,                            9 ,                            0 ,                78 ,                         70 ,                                57 ,                      13 ,                     14 ,0.00                          ,"1,600.00"                        ,0.00                        ,0.00                  ,                 2578
G      ,                3165 ,2021 ,           49 ,             1 ,12/22/2021 ,12/22/2021    ,              10 ,None            ,                      157 ,                            46 ,                       80 ,                            56 ,                                 22 ,                           108 ,                       1 ,                           19 ,                      98 ,                          47 ,                          13 ,                               15 ,                                3 ,                          6 ,                          6 ,                          88 ,                          18 ,                            0 ,                            0 ,               151 ,                         16 ,                                10 ,                      11 ,                      8 ,0.00                          ,0.00                              ,0.00                        ,"4,102.00"            ,                 2295
G      ,                3166 ,2021 ,           57 ,             1 ,12/22/2021 ,12/21/2021    ,              11 ,None            ,                       39 ,                             5 ,                       12 ,                             2 ,                                  1 ,                            11 ,                       1 ,                            0 ,                      23 ,                          31 ,                           2 ,                                1 ,                                3 ,                          0 ,                          0 ,                         101 ,                           7 ,                            0 ,                            0 ,                50 ,                         31 ,                                 8 ,                      23 ,                      3 ,"2,751.50"                    ,0.00                              ,0.00                        ,0.00                  ,                  404
G      ,                3168 ,2021 ,          127 ,             1 ,12/22/2021 ,12/22/2021    ,              14 ,Thriving        ,                      234 ,                            18 ,                       74 ,                           105 ,                                 39 ,                           135 ,                       3 ,                            8 ,                      85 ,                         158 ,                          29 ,                               57 ,                               21 ,                          2 ,                          3 ,                         175 ,                          37 ,                            0 ,                            0 ,               151 ,                          3 ,                                 0 ,                       3 ,                      0 ,0.00                          ,0.00                              ,"2,000.00"                  ,"9,500.00"            ,                    0
G      ,                3169 ,2021 ,          129 ,             1 ,12/22/2021 ,12/21/2021    ,              16 ,Thriving        ,                      215 ,                            46 ,                       93 ,                            71 ,                                 67 ,                           155 ,                       0 ,                           11 ,                     131 ,                         142 ,                          25 ,                               32 ,                               20 ,                          2 ,                          5 ,                         134 ,                          29 ,                           33 ,                            3 ,               104 ,                        101 ,                                49 ,                      52 ,                     24 ,"14,055.00"                   ,0.00                              ,"3,000.00"                  ,0.00                  ,                 4530
G      ,                3170 ,2021 ,          144 ,             1 ,12/22/2021 ,12/21/2021    ,               9 ,None            ,                       41 ,                             2 ,                        5 ,                             7 ,                                  2 ,                            15 ,                       0 ,                            3 ,                      20 ,                          15 ,                           0 ,                                6 ,                                3 ,                          1 ,                          2 ,                          26 ,                           0 ,                           25 ,                            2 ,                44 ,                         40 ,                                19 ,                      20 ,                      2 ,0.00                          ,245.62                            ,0.00                        ,600.00                ,                  521
G      ,                3171 ,2021 ,          299 ,             1 ,12/22/2021 ,12/21/2021    ,              21 ,Thriving        ,                       48 ,                             2 ,                       13 ,                             9 ,                                  5 ,                            33 ,                       2 ,                            5 ,                      34 ,                          25 ,                           3 ,                                9 ,                                6 ,                          2 ,                          1 ,                          27 ,                           2 ,                            0 ,                            0 ,                41 ,                         11 ,                                 3 ,                      14 ,                      8 ,0.00                          ,0.00                              ,"15,832.54"                 ,655.00                ,                 2795
G      ,                3175 ,2021 ,          456 ,             1 ,12/22/2021 ,12/22/2021    ,              23 ,High Performing ,                      418 ,                            96 ,                      203 ,                           198 ,                                101 ,                           398 ,                       3 ,                           24 ,                     379 ,                         256 ,                          73 ,                              120 ,                               37 ,                          4 ,                          4 ,                         311 ,                          74 ,                            0 ,                            0 ,               273 ,                        273 ,                               142 ,                     131 ,                    128 ,"36,500.00"                   ,"1,669.00"                        ,"4,000.00"                  ,0.00                  ,                10322
G      ,                3176 ,2021 ,          468 ,             1 ,12/22/2021 ,12/22/2021    ,              22 ,High Performing ,                       20 ,                             0 ,                        9 ,                            24 ,                                  3 ,                            17 ,                       4 ,                            2 ,                      24 ,                          17 ,                           2 ,                               11 ,                                2 ,                          3 ,                          0 ,                          22 ,                           2 ,                            0 ,                            0 ,                19 ,                          0 ,                                 0 ,                       0 ,                     10 ,0.00                          ,0.00                              ,0.00                        ,"1,400.00"            ,                 1812
G      ,                3177 ,2021 ,          571 ,             1 ,12/22/2021 ,12/21/2021    ,              14 ,Thriving        ,                      835 ,                            96 ,                      313 ,                           454 ,                                182 ,                           789 ,                       5 ,                           38 ,                     313 ,                         508 ,                         111 ,                              239 ,                               96 ,                         23 ,                         23 ,                         564 ,                         143 ,                          177 ,                           27 ,               369 ,                        284 ,                               141 ,                     124 ,                    102 ,"15,000.00"                   ,0.00                              ,"1,000.00"                  ,"16,160.00"           ,                53990
G      ,                3180 ,2021 ,          141 ,             1 ,12/23/2021 ,12/22/2021    ,              23 ,High Performing ,                       54 ,                             1 ,                       12 ,                            12 ,                                  9 ,                            30 ,                       4 ,                            4 ,                      50 ,                          50 ,                           5 ,                                2 ,                                2 ,                          3 ,                          1 ,                          39 ,                           3 ,                           14 ,                            3 ,                48 ,                         43 ,                                22 ,                      43 ,                     27 ,0.00                          ,0.00                              ,0.00                        ,"2,300.00"            ,                 5574
G      ,                3183 ,2021 ,          624 ,             1 ,12/23/2021 ,12/23/2021    ,               7 ,None            ,                        9 ,                             1 ,                        9 ,                             5 ,                                  2 ,                             7 ,                       3 ,                            0 ,                      20 ,                           8 ,                           4 ,                                5 ,                                0 ,                          2 ,                          0 ,                           0 ,                           0 ,                           43 ,                            7 ,                41 ,                         10 ,                                 4 ,                      14 ,                      0 ,500.00                        ,0.00                              ,0.00                        ,500.00                ,                 1500
G      ,                3186 ,2021 ,           53 ,             1 ,12/24/2021 ,12/23/2021    ,              20 ,Thriving        ,                       47 ,                             7 ,                       23 ,                            13 ,                                  8 ,                            22 ,                       1 ,                            6 ,                      38 ,                          42 ,                           9 ,                                3 ,                                1 ,                          5 ,                          1 ,                          38 ,                          11 ,                           40 ,                            4 ,                33 ,                         31 ,                                16 ,                      15 ,                     12 ,0.00                          ,"1,000.00"                        ,"2,000.00"                  ,"3,000.00"            ,                  919
G      ,                3189 ,2021 ,          328 ,             1 ,12/24/2021 ,12/23/2021    ,              17 ,Thriving        ,                       76 ,                            14 ,                       17 ,                            39 ,                                  9 ,                            35 ,                       0 ,                            4 ,                      31 ,                          56 ,                           3 ,                               22 ,                                3 ,                          0 ,                          2 ,                          48 ,                           6 ,                           17 ,                            0 ,               111 ,                         12 ,                                 0 ,                      12 ,                     14 ,0.00                          ,0.00                              ,0.00                        ,"3,000.00"            ,                 1398
G      ,                3192 ,2021 ,          610 ,             1 ,12/24/2021 ,12/24/2021    ,              16 ,Thriving        ,                       50 ,                             8 ,                        6 ,                            11 ,                                  2 ,                            11 ,                       1 ,                            4 ,                      23 ,                          43 ,                           3 ,                                9 ,                                3 ,                          4 ,                          4 ,                          42 ,                           1 ,                           22 ,                            0 ,                48 ,                         13 ,                                 2 ,                      16 ,                     19 ,0.00                          ,0.00                              ,0.00                        ,"1,000.00"            ,                 1077
G      ,                3196 ,2021 ,          491 ,             1 ,12/27/2021 ,12/27/2021    ,               9 ,None            ,                       21 ,                             4 ,                        1 ,                            25 ,                                  7 ,                            17 ,                       1 ,                            3 ,                      25 ,                          17 ,                           0 ,                               17 ,                                1 ,                          3 ,                          3 ,                          24 ,                           0 ,                           20 ,                            0 ,                49 ,                          3 ,                                 0 ,                       3 ,                      3 ,0.00                          ,0.00                              ,0.00                        ,"1,000.00"            ,                  572
G      ,                3199 ,2021 ,          587 ,             1 ,12/27/2021 ,12/27/2021    ,              25 ,High Performing ,                       14 ,                             4 ,                        9 ,                            48 ,                                 17 ,                            28 ,                       1 ,                            4 ,                      30 ,                          16 ,                           3 ,                               26 ,                                8 ,                          2 ,                          2 ,                          20 ,                           3 ,                            0 ,                            0 ,                19 ,                         19 ,                                11 ,                      11 ,                     10 ,0.00                          ,"21,000.00"                       ,0.00                        ,"1,000.00"            ,                 1890
G      ,                3201 ,2021 ,           35 ,             1 ,12/28/2021 ,12/27/2021    ,              20 ,Thriving        ,                       31 ,                             6 ,                        6 ,                            13 ,                                  7 ,                             6 ,                       0 ,                            3 ,                      21 ,                          18 ,                           1 ,                                3 ,                                0 ,                          3 ,                          2 ,                          22 ,                           1 ,                            0 ,                            0 ,                21 ,                         11 ,                                 3 ,                      11 ,                     11 ,"1,000.00"                    ,0.00                              ,0.00                        ,0.00                  ,                  550
G      ,                3202 ,2021 ,           42 ,             1 ,12/28/2021 ,12/28/2021    ,              24 ,High Performing ,                       15 ,                             4 ,                        3 ,                            17 ,                                  7 ,                            16 ,                       0 ,                            0 ,                      18 ,                          16 ,                           0 ,                               11 ,                                1 ,                          0 ,                          0 ,                          22 ,                           0 ,                            5 ,                            0 ,                10 ,                         10 ,                                 5 ,                      10 ,                     11 ,0.00                          ,500.00                            ,0.00                        ,0.00                  ,                  555
G      ,                3203 ,2021 ,           45 ,             1 ,12/28/2021 ,12/28/2021    ,              15 ,Thriving        ,                      134 ,                            20 ,                       48 ,                            28 ,                                 13 ,                            39 ,                       4 ,                            5 ,                      60 ,                          90 ,                           6 ,                               16 ,                                4 ,                          5 ,                          1 ,                         110 ,                           6 ,                            0 ,                            0 ,               155 ,                        146 ,                               108 ,                      38 ,                     34 ,"5,000.00"                    ,0.00                              ,"2,000.00"                  ,"1,500.00"            ,                 5565
G      ,                3204 ,2021 ,           61 ,             1 ,12/28/2021 ,12/28/2021    ,               7 ,None            ,                      225 ,                            42 ,                       95 ,                            87 ,                                 33 ,                           166 ,                       1 ,                           14 ,                     136 ,                         138 ,                          24 ,                               32 ,                               14 ,                          7 ,                          9 ,                         175 ,                          38 ,                           63 ,                           18 ,               206 ,                        101 ,                                22 ,                      81 ,                     26 ,0.00                          ,0.00                              ,"1,000.00"                  ,"4,600.00"            ,                 3014
G      ,                3206 ,2021 ,          198 ,             1 ,12/28/2021 ,12/27/2021    ,              13 ,None            ,                       65 ,                             5 ,                       32 ,                            13 ,                                 10 ,                            49 ,                       0 ,                            5 ,                      54 ,                          40 ,                           9 ,                                8 ,                                7 ,                          0 ,                          0 ,                          47 ,                          12 ,                            5 ,                            5 ,               122 ,                         19 ,                                50 ,                       5 ,                      4 ,0.00                          ,0.00                              ,"1,000.00"                  ,0.00                  ,                  590
G      ,                3210 ,2021 ,          578 ,             1 ,12/28/2021 ,12/27/2021    ,              17 ,Thriving        ,                       27 ,                             1 ,                       18 ,                            18 ,                                  4 ,                            25 ,                       2 ,                            5 ,                      33 ,                          26 ,                           8 ,                               10 ,                                5 ,                          0 ,                          0 ,                          16 ,                           6 ,                           23 ,                            3 ,                40 ,                         14 ,                                30 ,                      14 ,                      6 ,0.00                          ,500.00                            ,0.00                        ,"1,000.00"            ,                  925
G      ,                3212 ,2021 ,          604 ,             1 ,12/28/2021 ,12/28/2021    ,              13 ,None            ,                       34 ,                             1 ,                       10 ,                             7 ,                                  3 ,                            18 ,                       0 ,                            3 ,                      25 ,                          27 ,                           5 ,                                6 ,                                1 ,                          1 ,                          2 ,                          33 ,                           9 ,                            7 ,                            2 ,                31 ,                         15 ,                                 5 ,                      10 ,                      4 ,505.00                        ,0.00                              ,0.00                        ,505.00                ,                  314
G      ,                3213 ,2021 ,          653 ,             1 ,12/28/2021 ,12/27/2021    ,              18 ,Thriving        ,                       94 ,                             9 ,                       41 ,                            50 ,                                 13 ,                            42 ,                       2 ,                            5 ,                      63 ,                          73 ,                          22 ,                               25 ,                                4 ,                          3 ,                          4 ,                         111 ,                          29 ,                            0 ,                            0 ,                90 ,                         36 ,                                 8 ,                      28 ,                     50 ,"1,500.00"                    ,500.00                            ,0.00                        ,319.00                ,                 4000
G      ,                3215 ,2021 ,           10 ,             1 ,12/29/2021 ,12/28/2021    ,              12 ,None            ,                      178 ,                            37 ,                       77 ,                            97 ,                                 30 ,                           138 ,                       1 ,                           25 ,                     170 ,                         105 ,                          33 ,                               49 ,                               19 ,                         12 ,                         12 ,                         161 ,                          35 ,                            0 ,                            0 ,               187 ,                         46 ,                                 1 ,                      46 ,                     22 ,"30,000.00"                   ,0.00                              ,0.00                        ,0.00                  ,                 3845
G      ,                3216 ,2021 ,           32 ,             1 ,12/29/2021 ,12/28/2021    ,              17 ,Thriving        ,                       28 ,                             4 ,                       16 ,                             6 ,                                  2 ,                            15 ,                       1 ,                            1 ,                       7 ,                          11 ,                           5 ,                                5 ,                                2 ,                          2 ,                          0 ,                          10 ,                           4 ,                            0 ,                            0 ,                36 ,                          1 ,                                 1 ,                       0 ,                      4 ,"2,000.00"                    ,0.00                              ,0.00                        ,"2,000.00"            ,                  945
G      ,                3218 ,2021 ,          197 ,             1 ,12/29/2021 ,12/28/2021    ,              19 ,Thriving        ,                       38 ,                             5 ,                       23 ,                            29 ,                                  6 ,                            45 ,                       0 ,                            7 ,                      47 ,                          29 ,                           9 ,                               10 ,                                7 ,                          1 ,                          3 ,                          27 ,                           5 ,                            3 ,                            0 ,                48 ,                         20 ,                                 7 ,                      24 ,                      9 ,0.00                          ,0.00                              ,"1,000.00"                  ,"1,550.00"            ,                 1314
G      ,                3222 ,2021 ,          696 ,             1 ,12/29/2021 ,12/28/2021    ,              18 ,Thriving        ,                       12 ,                             2 ,                        2 ,                             6 ,                                  2 ,                            12 ,                       0 ,                            3 ,                      10 ,                           8 ,                           2 ,                                3 ,                                0 ,                          1 ,                          0 ,                          13 ,                           2 ,                            1 ,                            1 ,                12 ,                         13 ,                                 6 ,                       7 ,                      7 ,0.00                          ,0.00                              ,0.00                        ,"1,250.00"            ,                  622
G      ,                3223 ,2021 ,           55 ,             1 ,12/30/2021 ,12/29/2021    ,              11 ,None            ,                      132 ,                            25 ,                       42 ,                            23 ,                                 17 ,                            63 ,                       2 ,                            8 ,                      45 ,                          87 ,                          10 ,                               12 ,                                9 ,                          6 ,                          5 ,                         149 ,                          17 ,                           25 ,                           10 ,               189 ,                         90 ,                                15 ,                      20 ,                     60 ,"4,000.00"                    ,0.00                              ,0.00                        ,"2,677.50"            ,                 2500
G      ,                3225 ,2021 ,          177 ,             1 ,12/30/2021 ,12/30/2021    ,              18 ,Thriving        ,                      228 ,                            22 ,                       68 ,                            80 ,                                 31 ,                            97 ,                       2 ,                           15 ,                     134 ,                         155 ,                          28 ,                               46 ,                               21 ,                          5 ,                          5 ,                         134 ,                          27 ,                           32 ,                            6 ,               113 ,                        103 ,                                29 ,                      76 ,                     26 ,0.00                          ,250.00                            ,"2,000.00"                  ,0.00                  ,                 4335
G      ,                3226 ,2021 ,          211 ,             1 ,12/30/2021 ,12/29/2021    ,              13 ,None            ,                       55 ,                             0 ,                       17 ,                            15 ,                                  7 ,                            22 ,                       3 ,                            4 ,                      37 ,                          48 ,                           9 ,                               12 ,                                2 ,                          3 ,                          0 ,                          69 ,                          10 ,                            0 ,                            0 ,                72 ,                         25 ,                                 9 ,                      18 ,                     11 ,"1,960.00"                    ,0.00                              ,"1,000.00"                  ,0.00                  ,                 1664
G      ,                3229 ,2021 ,          283 ,             1 ,12/30/2021 ,12/29/2021    ,              15 ,Thriving        ,                       39 ,                            13 ,                       19 ,                            38 ,                                 22 ,                            50 ,                       4 ,                            6 ,                      48 ,                          24 ,                           4 ,                               27 ,                               11 ,                          3 ,                          1 ,                          38 ,                           7 ,                           17 ,                            0 ,                35 ,                         26 ,                                10 ,                      20 ,                      0 ,0.00                          ,0.00                              ,0.00                        ,"1,275.00"            ,                 1412
G      ,                3234 ,2021 ,          573 ,             1 ,12/30/2021 ,12/30/2021    ,              15 ,Thriving        ,                       53 ,                            22 ,                       35 ,                            36 ,                                 24 ,                            79 ,                       3 ,                            7 ,                      96 ,                          24 ,                           7 ,                               24 ,                                2 ,                          4 ,                          5 ,                          22 ,                           8 ,                           15 ,                            7 ,                42 ,                         10 ,                                15 ,                      42 ,                     24 ,0.00                          ,"4,500.00"                        ,"2,000.00"                  ,0.00                  ,                 2865
