Region ,CharterApplicationId ,Year ,CouncilNumber ,SequenceNumber ,Timestamp  ,DateSubmitted ,PmpOverallPoints ,PmpOverallLevel ,LevelOrdeal2020YouthFinal ,LevelOrdeal2020YoungAdultFinal ,LevelOrdeal2020AdultFinal ,LevelBrotherhood2020YouthFinal ,LevelBrotherhood2020YoungAdultFinal ,LevelBrotherhood2020AdultFinal ,LevelVigil2020YouthFinal ,LevelVigil2020YoungAdultFinal ,LevelVigil2020AdultFinal ,InductedOrdeal2020YouthFinal ,InductedOrdeal2020AdultFinal ,InductedBrotherhood2020YouthFinal ,InductedBrotherhood2020AdultFinal ,InductedVigil2020YouthFinal ,InductedVigil2020AdultFinal ,ElectedCurrent2020YouthFinal ,ElectedCurrent2020AdultFinal ,ElectedPrevious2020YouthFinal ,ElectedPrevious2020AdultFinal ,UnitCount2020Final ,Item1ElectionsConducted2020 ,Item1ElectionsNoEligibleScouts2020 ,Item1VisitsConducted2020 ,Item3ActivatedYouth2020 ,Item8CapitalContributionsCash ,Item8CapitalContributionsMaterial ,Item8EndowmentContributions ,Item8FosContributions ,Item9ServiceHours2020
G      ,                2784 ,2020 ,          283 ,             1 ,12/11/2020 ,12/10/2020    ,               9 ,None            ,                       48 ,                            16 ,                       23 ,                            28 ,                                 13 ,                            37 ,                       1 ,                            9 ,                      49 ,                          20 ,                           8 ,                                7 ,                                3 ,                          3 ,                          3 ,                          31 ,                           8 ,                           11 ,                            0 ,                38 ,                         25 ,                                 6 ,                       6 ,                      4 ,0.00                          ,0.00                              ,0.00                        ,750.00                ,                 1150
G      ,                2785 ,2020 ,          326 ,             1 ,12/11/2020 ,12/10/2020    ,               6 ,None            ,                      270 ,                            40 ,                       93 ,                           117 ,                                 43 ,                           142 ,                       5 ,                           24 ,                     155 ,                         105 ,                          18 ,                               39 ,                               10 ,                          8 ,                          9 ,                         257 ,                          38 ,                            0 ,                            0 ,               187 ,                        112 ,                                20 ,                      40 ,                      3 ,0.00                          ,0.00                              ,"2,000.00"                  ,"7,000.00"            ,                 1208
G      ,                2790 ,2020 ,          660 ,             1 ,12/11/2020 ,12/10/2020    ,              11 ,None            ,                       81 ,                            11 ,                       54 ,                            32 ,                                 23 ,                            77 ,                       1 ,                            5 ,                      84 ,                          25 ,                          10 ,                                0 ,                                0 ,                          0 ,                          0 ,                          79 ,                          20 ,                            0 ,                            0 ,               137 ,                        137 ,                               107 ,                      30 ,                     25 ,0.00                          ,0.00                              ,0.00                        ,"4,000.00"            ,                  284
G      ,                2793 ,2020 ,          307 ,             1 ,12/12/2020 ,12/11/2020    ,              17 ,Thriving        ,                      939 ,                           161 ,                      518 ,                           557 ,                                338 ,                           818 ,                      18 ,                           47 ,                     306 ,                         226 ,                          66 ,                              114 ,                               39 ,                         17 ,                         20 ,                         224 ,                          65 ,                           25 ,                            0 ,               404 ,                        258 ,                               180 ,                      20 ,                     23 ,0.00                          ,"5,000.00"                        ,0.00                        ,"16,025.00"           ,               130000
G      ,                2794 ,2020 ,          311 ,             1 ,12/12/2020 ,12/11/2020    ,               5 ,None            ,                       16 ,                             2 ,                        9 ,                             9 ,                                  5 ,                            23 ,                       0 ,                            0 ,                       1 ,                           8 ,                           1 ,                                0 ,                                0 ,                          0 ,                          0 ,                          28 ,                           6 ,                            0 ,                            0 ,                69 ,                         12 ,                                 0 ,                      22 ,                      0 ,0.00                          ,0.00                              ,0.00                        ,12.00                 ,                 1350
G      ,                2796 ,2020 ,          413 ,             1 ,12/12/2020 ,12/11/2020    ,              15 ,Thriving        ,                       24 ,                             4 ,                       12 ,                             5 ,                                  4 ,                            15 ,                       0 ,                            1 ,                      14 ,                           8 ,                           1 ,                                0 ,                                0 ,                          1 ,                          1 ,                          10 ,                           2 ,                            2 ,                            1 ,                17 ,                          8 ,                                12 ,                      12 ,                      2 ,0.00                          ,0.00                              ,"1,000.00"                  ,"1,000.00"            ,                  104
G      ,                2798 ,2020 ,          564 ,             1 ,12/12/2020 ,12/11/2020    ,              11 ,None            ,                      437 ,                            80 ,                      210 ,                           174 ,                                 68 ,                           250 ,                       2 ,                           18 ,                     126 ,                         179 ,                          33 ,                               41 ,                               19 ,                          0 ,                          0 ,                         338 ,                          76 ,                           71 ,                           25 ,               185 ,                        168 ,                                28 ,                     168 ,                     42 ,"10,000.00"                   ,"5,300.00"                        ,"2,000.00"                  ,"3,500.00"            ,                 4296
G      ,                2799 ,2020 ,          637 ,             1 ,12/12/2020 ,12/12/2020    ,              14 ,Thriving        ,                       74 ,                             4 ,                       40 ,                            38 ,                                 16 ,                            55 ,                       3 ,                            9 ,                      68 ,                          24 ,                          13 ,                               20 ,                                3 ,                          4 ,                          3 ,                          43 ,                           9 ,                           18 ,                           10 ,                49 ,                         46 ,                                17 ,                      46 ,                      5 ,0.00                          ,0.00                              ,0.00                        ,"3,000.00"            ,                 5396
G      ,                2800 ,2020 ,           53 ,             1 ,12/13/2020 ,12/12/2020    ,               7 ,None            ,                       27 ,                             3 ,                       22 ,                            21 ,                                  8 ,                            27 ,                       1 ,                            2 ,                      40 ,                           0 ,                           0 ,                                0 ,                                0 ,                          1 ,                          2 ,                          40 ,                           4 ,                            0 ,                            0 ,                39 ,                         26 ,                                 0 ,                      27 ,                      0 ,0.00                          ,0.00                              ,"2,000.00"                  ,"3,000.00"            ,                   50
G      ,                2805 ,2020 ,          141 ,             1 ,12/14/2020 ,12/14/2020    ,               7 ,None            ,                       18 ,                             5 ,                       10 ,                            38 ,                                 14 ,                            32 ,                       4 ,                            4 ,                      51 ,                           0 ,                           0 ,                                5 ,                                5 ,                          4 ,                          2 ,                          17 ,                           1 ,                           41 ,                            5 ,                47 ,                          6 ,                                 0 ,                       1 ,                      0 ,0.00                          ,0.00                              ,0.00                        ,"1,500.00"            ,                 1248
G      ,                2806 ,2020 ,          324 ,             1 ,12/14/2020 ,12/13/2020    ,               6 ,None            ,                       77 ,                             3 ,                       12 ,                            17 ,                                  5 ,                            26 ,                       5 ,                            5 ,                      30 ,                          38 ,                           4 ,                                7 ,                                5 ,                          4 ,                          1 ,                          70 ,                           4 ,                           18 ,                            3 ,                65 ,                         29 ,                                12 ,                      28 ,                      4 ,0.00                          ,"1,100.00"                        ,0.00                        ,"1,000.00"            ,                  763
G      ,                2812 ,2020 ,          127 ,             1 ,12/15/2020 ,12/15/2020    ,              15 ,Thriving        ,                      195 ,                            12 ,                       70 ,                            93 ,                                 28 ,                           102 ,                       8 ,                           11 ,                      95 ,                         116 ,                          25 ,                               47 ,                               12 ,                          7 ,                          5 ,                         309 ,                          60 ,                            0 ,                            0 ,               163 ,                        163 ,                                55 ,                     108 ,                     58 ,"3,500.00"                    ,"25,000.00"                       ,"3,000.00"                  ,"6,000.00"            ,                 3711
G      ,                2818 ,2020 ,          577 ,             1 ,12/15/2020 ,12/15/2020    ,              10 ,None            ,                       96 ,                            19 ,                       48 ,                            39 ,                                 15 ,                            45 ,                       3 ,                           13 ,                      84 ,                          17 ,                           3 ,                               10 ,                                6 ,                          5 ,                          4 ,                          26 ,                           7 ,                            0 ,                            0 ,                68 ,                         10 ,                                20 ,                      10 ,                      4 ,575.00                        ,"1,000.00"                        ,"2,000.00"                  ,0.00                  ,                 1850
G      ,                2819 ,2020 ,          696 ,             1 ,12/15/2020 ,12/14/2020    ,              20 ,Thriving        ,                       10 ,                             2 ,                        1 ,                             8 ,                                  2 ,                            10 ,                       0 ,                            5 ,                      10 ,                           8 ,                           0 ,                                6 ,                                3 ,                          2 ,                          0 ,                          11 ,                           0 ,                            0 ,                            0 ,                13 ,                         11 ,                                 8 ,                      11 ,                      4 ,0.00                          ,0.00                              ,0.00                        ,"1,250.00"            ,                  733
G      ,                2820 ,2020 ,          121 ,             1 ,12/16/2020 ,12/15/2020    ,              10 ,None            ,                       74 ,                            10 ,                       18 ,                            36 ,                                 18 ,                            48 ,                       3 ,                            6 ,                      56 ,                          34 ,                           8 ,                               14 ,                                3 ,                          3 ,                          3 ,                          46 ,                           9 ,                           14 ,                            4 ,                33 ,                         31 ,                                 7 ,                      31 ,                      0 ,"1,000.00"                    ,0.00                              ,0.00                        ,"2,000.00"            ,                  354
G      ,                2821 ,2020 ,          133 ,             1 ,12/16/2020 ,12/15/2020    ,               5 ,None            ,                       51 ,                             6 ,                       23 ,                            16 ,                                  9 ,                            39 ,                       1 ,                            3 ,                      76 ,                          35 ,                           5 ,                                1 ,                                1 ,                          1 ,                          2 ,                          46 ,                           4 ,                            0 ,                            1 ,                63 ,                         20 ,                                 0 ,                       0 ,                      0 ,0.00                          ,0.00                              ,0.00                        ,"2,700.00"            ,                 1500
G      ,                2823 ,2020 ,          178 ,             1 ,12/16/2020 ,12/15/2020    ,               9 ,None            ,                       32 ,                             6 ,                       13 ,                            17 ,                                  9 ,                            28 ,                       0 ,                            2 ,                      29 ,                           0 ,                           0 ,                                0 ,                                0 ,                          0 ,                          0 ,                          43 ,                           4 ,                            0 ,                            0 ,                31 ,                         24 ,                                 4 ,                       0 ,                      0 ,"9,000.00"                    ,0.00                              ,0.00                        ,0.00                  ,                  730
G      ,                2824 ,2020 ,          213 ,             1 ,12/16/2020 ,12/15/2020    ,              22 ,High Performing ,                       30 ,                             6 ,                       15 ,                            20 ,                                  8 ,                            32 ,                       0 ,                            1 ,                      27 ,                          19 ,                           4 ,                               12 ,                                6 ,                          0 ,                          0 ,                          18 ,                           4 ,                            0 ,                            0 ,                31 ,                         28 ,                                19 ,                      26 ,                     14 ,0.00                          ,"3,000.00"                        ,750.00                      ,"1,200.00"            ,                 2679
G      ,                2829 ,2020 ,          562 ,             1 ,12/16/2020 ,12/15/2020    ,              11 ,None            ,                       37 ,                             3 ,                       14 ,                            16 ,                                  2 ,                            17 ,                       1 ,                            2 ,                      29 ,                          20 ,                           4 ,                                0 ,                                0 ,                          1 ,                          2 ,                          38 ,                           6 ,                           15 ,                            0 ,                53 ,                         35 ,                                10 ,                       9 ,                     18 ,110.00                        ,0.00                              ,0.00                        ,500.00                ,                  712
G      ,                2830 ,2020 ,          576 ,             1 ,12/16/2020 ,12/15/2020    ,               8 ,None            ,                      592 ,                           113 ,                      307 ,                           172 ,                                 88 ,                           332 ,                       5 ,                           27 ,                     204 ,                         310 ,                          73 ,                               20 ,                               10 ,                         13 ,                         13 ,                         242 ,                          59 ,                            0 ,                            0 ,               413 ,                          9 ,                                 0 ,                       3 ,                     40 ,"250,000.00"                  ,"20,000.00"                       ,"4,000.00"                  ,0.00                  ,                18000
G      ,                2832 ,2020 ,          651 ,             1 ,12/16/2020 ,12/15/2020    ,              17 ,Thriving        ,                      246 ,                            50 ,                       79 ,                            57 ,                                 39 ,                            95 ,                       3 ,                           13 ,                      98 ,                         105 ,                          11 ,                               21 ,                                9 ,                          4 ,                          4 ,                         128 ,                          11 ,                            0 ,                            0 ,                80 ,                         72 ,                                30 ,                      42 ,                     10 ,0.00                          ,367.00                            ,"1,000.00"                  ,"3,600.00"            ,                 2592
G      ,                2833 ,2020 ,           55 ,             1 ,12/17/2020 ,12/16/2020    ,               5 ,None            ,                      148 ,                            16 ,                       39 ,                            24 ,                                 18 ,                            48 ,                       0 ,                            4 ,                      41 ,                         101 ,                          14 ,                               15 ,                                6 ,                          0 ,                          0 ,                         226 ,                          17 ,                            0 ,                            0 ,               195 ,                        120 ,                                25 ,                      18 ,                     30 ,0.00                          ,0.00                              ,0.00                        ,"2,700.00"            ,                 1278
G      ,                2835 ,2020 ,          215 ,             1 ,12/17/2020 ,12/17/2020    ,              18 ,Thriving        ,                       57 ,                            13 ,                       32 ,                            22 ,                                 11 ,                            55 ,                       4 ,                            3 ,                      58 ,                          39 ,                           8 ,                                8 ,                                5 ,                          4 ,                          3 ,                          41 ,                           7 ,                           16 ,                            4 ,                39 ,                         34 ,                                 5 ,                      11 ,                     18 ,0.00                          ,"2,325.00"                        ,0.00                        ,0.00                  ,                 1443
G      ,                2841 ,2020 ,          583 ,             1 ,12/17/2020 ,12/17/2020    ,               7 ,None            ,                      232 ,                            30 ,                      117 ,                            51 ,                                 19 ,                            97 ,                       1 ,                           12 ,                      68 ,                         144 ,                          43 ,                               22 ,                               14 ,                          1 ,                          0 ,                         174 ,                          40 ,                           68 ,                           16 ,               148 ,                         47 ,                                 0 ,                      47 ,                      3 ,0.00                          ,"1,500.00"                        ,"2,000.00"                  ,"1,000.00"            ,                 2492
G      ,                2842 ,2020 ,          611 ,             1 ,12/17/2020 ,12/16/2020    ,               6 ,None            ,                       37 ,                             4 ,                       11 ,                            11 ,                                  7 ,                            29 ,                       0 ,                            4 ,                      44 ,                          29 ,                           3 ,                                3 ,                                1 ,                          0 ,                          0 ,                          63 ,                           6 ,                            0 ,                            0 ,               101 ,                         23 ,                                 8 ,                      14 ,                      6 ,"2,000.00"                    ,0.00                              ,0.00                        ,"1,250.00"            ,                  480
G      ,                2843 ,2020 ,          624 ,             1 ,12/17/2020 ,12/17/2020    ,              12 ,None            ,                       32 ,                             1 ,                        7 ,                             9 ,                                  0 ,                             9 ,                       1 ,                            0 ,                      12 ,                          23 ,                           5 ,                                7 ,                                5 ,                          1 ,                          1 ,                          26 ,                           5 ,                           17 ,                            2 ,                46 ,                         10 ,                                15 ,                      25 ,                      3 ,0.00                          ,0.00                              ,0.00                        ,500.00                ,                 1100
G      ,                2844 ,2020 ,          662 ,             1 ,12/17/2020 ,12/16/2020    ,               9 ,None            ,                      400 ,                            72 ,                      194 ,                            83 ,                                 55 ,                           207 ,                       4 ,                           19 ,                     130 ,                         215 ,                          42 ,                               16 ,                                9 ,                         10 ,                         11 ,                         545 ,                          71 ,                            0 ,                            0 ,               254 ,                        254 ,                                 0 ,                     254 ,                      7 ,"10,000.00"                   ,0.00                              ,"2,000.00"                  ,0.00                  ,                 1278
G      ,                2845 ,2020 ,          697 ,             1 ,12/17/2020 ,12/16/2020    ,              20 ,Thriving        ,                       62 ,                             6 ,                       16 ,                            34 ,                                 11 ,                            36 ,                       0 ,                            2 ,                      98 ,                          25 ,                           3 ,                                3 ,                                3 ,                          0 ,                          0 ,                          58 ,                           4 ,                           18 ,                            2 ,                67 ,                         66 ,                                27 ,                      66 ,                     13 ,"42,085.67"                   ,0.00                              ,0.00                        ,600.00                ,                  550
G      ,                2848 ,2020 ,           61 ,             1 ,12/18/2020 ,12/18/2020    ,               6 ,None            ,                      261 ,                            34 ,                       94 ,                            79 ,                                 33 ,                           159 ,                       4 ,                           13 ,                     126 ,                          94 ,                          25 ,                               40 ,                               20 ,                          7 ,                          7 ,                         247 ,                          40 ,                            0 ,                            0 ,               187 ,                         66 ,                                 0 ,                      66 ,                      0 ,0.00                          ,0.00                              ,"1,000.00"                  ,"12,000.00"           ,                 2884
G      ,                2851 ,2020 ,          138 ,             1 ,12/18/2020 ,12/18/2020    ,               7 ,None            ,                       97 ,                            11 ,                       37 ,                            38 ,                                 20 ,                            64 ,                       1 ,                            8 ,                      71 ,                          75 ,                          13 ,                               18 ,                               10 ,                          4 ,                          4 ,                          93 ,                          13 ,                            0 ,                            0 ,               102 ,                         58 ,                                17 ,                      41 ,                      0 ,0.00                          ,0.00                              ,0.00                        ,"1,500.00"            ,                  647
G      ,                2855 ,2020 ,          584 ,             1 ,12/18/2020 ,12/17/2020    ,               9 ,None            ,                       38 ,                             2 ,                       13 ,                            10 ,                                  7 ,                            18 ,                       1 ,                            5 ,                      24 ,                          21 ,                           7 ,                                3 ,                                0 ,                          2 ,                          2 ,                          22 ,                           7 ,                            2 ,                            0 ,                35 ,                         19 ,                                10 ,                      20 ,                      0 ,0.00                          ,0.00                              ,"1,000.00"                  ,"1,000.00"            ,                  456
G      ,                2857 ,2020 ,           33 ,             1 ,12/19/2020 ,12/18/2020    ,              16 ,Thriving        ,                       96 ,                            14 ,                       17 ,                            63 ,                                 25 ,                            57 ,                       1 ,                            5 ,                      81 ,                          84 ,                           7 ,                               39 ,                               12 ,                          2 ,                          0 ,                         138 ,                           8 ,                            0 ,                            0 ,               216 ,                         58 ,                                34 ,                      34 ,                     50 ,0.00                          ,"1,000.00"                        ,"1,500.00"                  ,"7,500.00"            ,                 3729
G      ,                2858 ,2020 ,           39 ,             1 ,12/19/2020 ,12/19/2020    ,              15 ,Thriving        ,                      237 ,                            12 ,                       53 ,                           121 ,                                 27 ,                           126 ,                       7 ,                           23 ,                     137 ,                         174 ,                          23 ,                               34 ,                               18 ,                         13 ,                          5 ,                         346 ,                          21 ,                            9 ,                            0 ,               197 ,                        142 ,                                 0 ,                     297 ,                    119 ,0.00                          ,0.00                              ,"1,000.00"                  ,"1,700.00"            ,                19232
G      ,                2859 ,2020 ,           59 ,             1 ,12/19/2020 ,12/19/2020    ,              10 ,None            ,                       31 ,                             8 ,                       19 ,                            15 ,                                  3 ,                            25 ,                       2 ,                            2 ,                      33 ,                          14 ,                           6 ,                                5 ,                                2 ,                          2 ,                          2 ,                          29 ,                           8 ,                            0 ,                            0 ,                58 ,                         10 ,                                 0 ,                      10 ,                      9 ,"1,399.00"                    ,0.00                              ,"1,000.00"                  ,"1,000.00"            ,                  522
G      ,                2865 ,2020 ,          897 ,             1 ,12/19/2020 ,12/18/2020    ,               7 ,None            ,                      273 ,                            55 ,                      109 ,                            93 ,                                 48 ,                           157 ,                       4 ,                           11 ,                     155 ,                          52 ,                          15 ,                               21 ,                               10 ,                          5 ,                          7 ,                          92 ,                          23 ,                           33 ,                            8 ,               128 ,                        128 ,                                91 ,                       0 ,                      0 ,0.00                          ,0.00                              ,0.00                        ,300.00                ,                  613
G      ,                2868 ,2020 ,          610 ,             1 ,12/20/2020 ,12/20/2020    ,               4 ,None            ,                       54 ,                             5 ,                        7 ,                             6 ,                                  2 ,                            13 ,                       0 ,                            2 ,                      19 ,                          21 ,                           5 ,                                0 ,                                0 ,                          0 ,                          0 ,                          50 ,                           6 ,                           29 ,                            0 ,                50 ,                         13 ,                                 0 ,                      20 ,                      0 ,0.00                          ,0.00                              ,0.00                        ,0.00                  ,                  130
G      ,                2869 ,2020 ,          636 ,             1 ,12/20/2020 ,12/20/2020    ,              10 ,None            ,                      148 ,                            31 ,                       60 ,                            92 ,                                 33 ,                           104 ,                       2 ,                           14 ,                     128 ,                          76 ,                          10 ,                               41 ,                               11 ,                          8 ,                          8 ,                         131 ,                          17 ,                            0 ,                            0 ,               121 ,                         63 ,                                14 ,                      49 ,                     27 ,0.00                          ,0.00                              ,"3,000.00"                  ,"2,700.00"            ,                 2963
G      ,                2870 ,2020 ,           58 ,             1 ,12/21/2020 ,12/20/2020    ,              18 ,Thriving        ,                       17 ,                             2 ,                        6 ,                             0 ,                                  2 ,                             4 ,                       0 ,                            3 ,                       6 ,                          17 ,                           2 ,                                0 ,                                0 ,                          1 ,                          0 ,                           0 ,                           0 ,                           17 ,                            2 ,                64 ,                          6 ,                                 0 ,                       6 ,                     14 ,0.00                          ,310.00                            ,0.00                        ,0.00                  ,                  343
G      ,                2872 ,2020 ,          192 ,             1 ,12/21/2020 ,12/21/2020    ,              12 ,None            ,                       37 ,                             1 ,                        9 ,                            11 ,                                  6 ,                            15 ,                       1 ,                            6 ,                      25 ,                          19 ,                           1 ,                                3 ,                                1 ,                          2 ,                          1 ,                          38 ,                           3 ,                           18 ,                            0 ,                44 ,                         55 ,                                 0 ,                      55 ,                      0 ,500.00                        ,0.00                              ,0.00                        ,800.00                ,                  730
G      ,                2875 ,2020 ,          286 ,             1 ,12/21/2020 ,12/20/2020    ,               6 ,None            ,                       29 ,                             5 ,                       10 ,                            16 ,                                  7 ,                            15 ,                       1 ,                            3 ,                      25 ,                           0 ,                           0 ,                               10 ,                                0 ,                          1 ,                          2 ,                          15 ,                           0 ,                            0 ,                            0 ,                44 ,                          7 ,                                 0 ,                       0 ,                      0 ,0.00                          ,0.00                              ,0.00                        ,"1,700.00"            ,                  114
G      ,                2876 ,2020 ,          299 ,             1 ,12/21/2020 ,12/20/2020    ,              10 ,None            ,                       41 ,                             2 ,                       14 ,                             6 ,                                  6 ,                            24 ,                       1 ,                            4 ,                      31 ,                          14 ,                           3 ,                                2 ,                                3 ,                          1 ,                          1 ,                          32 ,                           4 ,                           18 ,                            1 ,                42 ,                         11 ,                                 3 ,                      14 ,                      4 ,"6,000.00"                    ,0.00                              ,"1,000.00"                  ,680.00                ,                 1892
G      ,                2879 ,2020 ,          612 ,             1 ,12/21/2020 ,12/20/2020    ,              11 ,None            ,                      100 ,                            13 ,                       41 ,                            25 ,                                 14 ,                            54 ,                       2 ,                            6 ,                      48 ,                          62 ,                          11 ,                               12 ,                                3 ,                          4 ,                          5 ,                         155 ,                          14 ,                            0 ,                            0 ,               109 ,                         81 ,                                 0 ,                      28 ,                     31 ,"4,000.00"                    ,0.00                              ,"2,000.00"                  ,"2,000.00"            ,                  927
G      ,                2880 ,2020 ,          695 ,             1 ,12/21/2020 ,12/20/2020    ,              17 ,Thriving        ,                       10 ,                             3 ,                       10 ,                             6 ,                                  5 ,                            15 ,                       1 ,                            1 ,                       9 ,                           2 ,                           1 ,                                2 ,                                1 ,                          2 ,                          1 ,                           0 ,                           1 ,                            3 ,                            0 ,                22 ,                         22 ,                                12 ,                      22 ,                      1 ,0.00                          ,"1,000.00"                        ,0.00                        ,0.00                  ,                  550
G      ,                2881 ,2020 ,          803 ,             1 ,12/21/2020 ,12/20/2020    ,              22 ,High Performing ,                      108 ,                            13 ,                       36 ,                            76 ,                                 22 ,                            67 ,                       1 ,                            4 ,                      47 ,                          72 ,                          19 ,                               27 ,                               11 ,                          1 ,                          0 ,                          92 ,                          24 ,                            0 ,                            0 ,                65 ,                         71 ,                                39 ,                      71 ,                     57 ,0.00                          ,0.00                              ,0.00                        ,"4,000.00"            ,                  696
