Region,CharterApplicationId,Year,CouncilNumber,SequenceNumber,Timestamp,DateSubmitted,PmpOverallPoints,PmpOverallLevel,Item8CapitalContributionsCash,Item8CapitalContributionsMaterial,Item8EndowmentContributions,Item8FosContributions,LevelOrdealYouthFinal,LevelOrdealYoungAdultFinal,LevelOrdealAdultFinal,LevelBrotherhoodYouthFinal,LevelBrotherhoodYoungAdultFinal,LevelBrotherhoodAdultFinal,LevelVigilYouthFinal,LevelVigilYoungAdultFinal,LevelVigilAdultFinal,InductedOrdealYouthFinal,InductedOrdealAdultFinal,InductedBrotherhoodYouthFinal,InductedBrotherhoodAdultFinal,InductedVigilYouthFinal,InductedVigilAdultFinal,ElectedCurrentYouthFinal,ElectedCurrentAdultFinal,ElectedPreviousYouthFinal,ElectedPreviousAdultFinal,UnitCountFinal,Item1ElectionsConducted,Item1ElectionsNoEligibleScouts,Item1VisitsConducted,Item3ActivatedYouth,Item9ServiceHours,Section,LodgeName,TotalMembers,ElectionRate,InductedOrdealTotal,ElectedTotal,InductionRate,ActivationRate,LevelOrdealTotal,LevelBrotherhoodTotal,LevelVigilTotal,LevelYouthTotal,LevelYoungAdultTotal,LevelAdultTotal
G      ,3222,2021,696,1,12/29/2021 ,12/28/2021    ,18,Thriving        ,0.00                          ,0.00                              ,0.00                        ,"1,250.00            ",12.0,2.0,2.0,6.0,2.0,12.0,0.0,3.0,10.0,8.0,2.0,3.0,0.0,1.0,0.0,13.0,2.0,1.0,1.0,12.0,13.0,6.0,7.0,7.0,622.0,15,Toontuk                                      ,49.0,1.5833333333333333,10.0,17.0,0.5882352941176471,0.7,16.0,20.0,13.0,18.0,7.0,24.0
G      ,3160,2021,612,1,12/21/2021 ,12/20/2021    ,23,High Performing ,"4,500.00                    ","1,500.00                        ","2,000.00                  ","1,000.00            ",149.0,16.0,38.0,43.0,12.0,54.0,3.0,8.0,50.0,106.0,9.0,34.0,15.0,4.0,4.0,131.0,9.0,0.0,0.0,97.0,80.0,39.0,42.0,52.0,1925.0,15,Nisqually                                    ,373.0,1.2268041237113403,115.0,140.0,0.8214285714285714,0.45217391304347826,203.0,109.0,61.0,195.0,36.0,142.0
G      ,3192,2021,610,1,12/24/2021 ,12/24/2021    ,16,Thriving        ,0.00                          ,0.00                              ,0.00                        ,"1,000.00            ",50.0,8.0,6.0,11.0,2.0,11.0,1.0,4.0,23.0,43.0,3.0,9.0,3.0,4.0,4.0,42.0,1.0,22.0,0.0,48.0,13.0,2.0,16.0,19.0,1077.0,15,Nanuk                                        ,116.0,0.3125,46.0,65.0,0.7076923076923077,0.41304347826086957,64.0,24.0,28.0,62.0,14.0,40.0
G      ,3018,2021,609,1,10/14/2021 ,10/14/2021    ,23,High Performing ,0.00                          ,"2,610.90                        ","2,000.00                  ",0.00                  ,185.0,22.0,37.0,47.0,16.0,82.0,1.0,15.0,95.0,182.0,15.0,28.0,10.0,11.0,6.0,182.0,13.0,0.0,0.0,197.0,176.0,95.0,81.0,61.0,2520.0,15,T'Kope Kwiskwis                              ,500.0,1.3756345177664975,197.0,195.0,1.0102564102564102,0.3096446700507614,244.0,145.0,111.0,233.0,53.0,214.0
G      ,3244,2021,606,1,12/31/2021 ,12/31/2021    ,8,None            ,500.00                        ,0.00                              ,0.00                        ,0.00                  ,58.0,14.0,28.0,29.0,5.0,30.0,0.0,12.0,57.0,33.0,9.0,12.0,2.0,3.0,2.0,60.0,11.0,16.0,1.0,86.0,30.0,5.0,33.0,13.0,1912.0,15,Sikhs Mox Lamonti                            ,233.0,0.4069767441860465,42.0,88.0,0.4772727272727273,0.30952380952380953,100.0,64.0,69.0,87.0,31.0,115.0
G      ,3440,2022,610,1,12/27/2022 ,12/26/2022    ,25,High Performing ,0.00                          ,0.00                              ,"2,000.00                  ","3,475.00            ",55.0,9.0,13.0,30.0,3.0,13.0,1.0,4.0,30.0,43.0,3.0,26.0,1.0,2.0,1.0,61.0,5.0,0.0,0.0,46.0,27.0,1.0,26.0,22.0,787.0,15,Nanuk                                        ,158.0,0.6086956521739131,46.0,66.0,0.696969696969697,0.4782608695652174,77.0,46.0,35.0,86.0,16.0,56.0
G      ,3279,2022,609,1,10/10/2022 ,10/9/2022     ,23,High Performing ,0.00                          ,"2,486.97                        ","2,000.00                  ",0.00                  ,202.0,23.0,49.0,66.0,26.0,95.0,4.0,15.0,100.0,124.0,16.0,49.0,15.0,6.0,6.0,196.0,26.0,0.0,0.0,184.0,178.0,106.0,74.0,56.0,5816.0,15,T'Kope Kwiskwis                              ,580.0,1.5434782608695652,140.0,222.0,0.6306306306306306,0.4,274.0,187.0,119.0,272.0,64.0,244.0
G      ,3325,2022,606,1,12/13/2022 ,12/13/2022    ,18,Thriving        ,"5,000.00                    ","1,080.00                        ",0.00                        ,0.00                  ,77.0,12.0,30.0,25.0,13.0,24.0,0.0,9.0,66.0,62.0,11.0,18.0,6.0,3.0,2.0,85.0,12.0,17.0,2.0,83.0,37.0,6.0,31.0,16.0,2269.0,15,Sikhs Mox Lamonti                            ,256.0,0.5180722891566265,73.0,116.0,0.6293103448275862,0.2191780821917808,119.0,62.0,75.0,102.0,34.0,120.0
G      ,3487,2022,696,1,12/30/2022 ,12/29/2022    ,12,None            ,0.00                          ,0.00                              ,0.00                        ,"1,500.00            ",3.0,0.0,4.0,3.0,0.0,8.0,1.0,1.0,9.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,11.0,9.0,7.0,0.0,575.0,15,Toontuk                                      ,29.0,1.8181818181818181,1.0,1.0,1.0,0.0,7.0,11.0,11.0,7.0,1.0,21.0
G      ,3374,2022,612,1,12/19/2022 ,12/18/2022    ,17,Thriving        ,"6,000.00                    ",850.00                            ,"2,000.00                  ","1,000.00            ",111.0,14.0,36.0,56.0,10.0,63.0,3.0,11.0,52.0,80.0,11.0,35.0,7.0,4.0,4.0,109.0,15.0,0.0,0.0,92.0,75.0,32.0,43.0,28.0,3692.0,15,Nisqually                                    ,356.0,1.1630434782608696,91.0,124.0,0.7338709677419355,0.3076923076923077,161.0,129.0,66.0,170.0,35.0,151.0
G      ,3780,2023,696,1,1/20/2024  ,1/20/2024     ,23,High Performing ,0.00                          ,0.00                              ,0.00                        ,"1,000.00            ",6.0,0.0,3.0,3.0,0.0,9.0,1.0,2.0,8.0,4.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,12.0,11.0,9.0,11.0,0.0,625.0,15,Toontuk                                      ,32.0,1.6666666666666667,4.0,5.0,0.8,0.0,9.0,12.0,11.0,10.0,2.0,20.0
G      ,3555,2023,606,1,11/30/2023 ,11/30/2023    ,22,High Performing ,0.00                          ,"2,100.00                        ",0.00                        ,0.00                  ,95.0,17.0,31.0,34.0,13.0,39.0,1.0,7.0,57.0,67.0,11.0,25.0,12.0,4.0,2.0,79.0,14.0,17.0,1.0,80.0,44.0,10.0,34.0,26.0,3883.0,15,Sikhs Mox Lamonti                            ,294.0,0.675,78.0,111.0,0.7027027027027027,0.3333333333333333,143.0,86.0,65.0,130.0,37.0,127.0
G      ,3535,2023,609,1,7/3/2023   ,7/3/2023      ,18,Thriving        ,0.00                          ,"1,860.45                        ","3,000.00                  ",0.00                  ,192.0,24.0,44.0,73.0,32.0,91.0,3.0,13.0,98.0,134.0,14.0,46.0,9.0,4.0,6.0,241.0,14.0,0.0,0.0,170.0,170.0,90.0,81.0,44.0,7417.0,15,T'Kope Kwiskwis                              ,570.0,1.5294117647058822,148.0,255.0,0.5803921568627451,0.2972972972972973,260.0,196.0,114.0,268.0,69.0,233.0
G      ,3694,2023,610,1,12/27/2023 ,12/27/2023    ,11,None            ,"6,000.00                    ",0.00                              ,"1,000.00                  ","1,000.00            ",54.0,6.0,8.0,20.0,5.0,9.0,1.0,3.0,22.0,24.0,3.0,8.0,2.0,1.0,3.0,49.0,7.0,0.0,0.0,48.0,19.0,0.0,20.0,5.0,993.0,15,Nanuk                                        ,128.0,0.3958333333333333,27.0,56.0,0.48214285714285715,0.18518518518518517,68.0,34.0,26.0,75.0,14.0,39.0
G      ,3724,2023,612,1,12/29/2023 ,12/28/2023    ,10,None            ,"4,000.00                    ",600.00                            ,"2,000.00                  ",0.00                  ,98.0,7.0,29.0,54.0,19.0,49.0,0.0,10.0,53.0,72.0,10.0,31.0,9.0,2.0,6.0,119.0,15.0,31.0,5.0,95.0,62.0,25.0,37.0,13.0,3621.0,15,Nisqually                                    ,319.0,0.9157894736842105,82.0,170.0,0.4823529411764706,0.15853658536585366,134.0,122.0,63.0,152.0,36.0,131.0
